"Raw_Data_File","cells","tracer_molecule","labelled_positions","abundance","injection","Replicate","Incubation_time","Metabolite_name","CHEBI","atomic_positions","Empirical_formula","retention(min)","mz_monitored","signal_intensity","isotopologue","isotologue_abundance"
"SW620_24h_12Glc_R3_PIM_SIM_02.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","3","2","24","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","435.2","27880","2-h_13C2",4.172
"SW620_24h_12Glc_R3_PIM_SIM_02.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","3","2","24","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","436.2","7700","2-h_13C3",0.087
"SW620_24h_12Glc_R3_PIM_SIM_02.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","3","2","24","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","437.2","2733","2-h_13C4",0.127
"SW620_24h_12Glc_R3_PIM_SIM_02.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","3","2","24","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","438.2","614","2-h_13C5",-0.012
"SW620_24h_12Glc_R3_PIM_SIM_02.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","3","2","24","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","439.2","77","2-h_13C6",-0.007
"SW620_24h_12Glc_R3_PIM_SIM_02.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","3","2","24","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","440.2","-6","2-h_13C7",0
"SW620_24h_12Glc_R3_PIM_SIM_02.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","3","2","24","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","441.2","-38","2-h_13C8",NA
"SW620_24h_cold_R1_PIM_SIM_01.CDF","SW620","Glucose","0,0,0,0,0,0","100","1","1","24","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","432.2","1010","2-h_13C-1",0
"SW620_24h_cold_R1_PIM_SIM_01.CDF","SW620","Glucose","0,0,0,0,0,0","100","1","1","24","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","433.2","97334","2-h_13C0",102.588
"SW620_24h_cold_R1_PIM_SIM_01.CDF","SW620","Glucose","0,0,0,0,0,0","100","1","1","24","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","434.2","35204","2-h_13C1",-0.321
"SW620_24h_cold_R1_PIM_SIM_01.CDF","SW620","Glucose","0,0,0,0,0,0","100","1","1","24","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","435.2","16225","2-h_13C2",-2.134
"SW620_24h_cold_R1_PIM_SIM_01.CDF","SW620","Glucose","0,0,0,0,0,0","100","1","1","24","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","436.2","3859","2-h_13C3",0.003
"SW620_24h_cold_R1_PIM_SIM_01.CDF","SW620","Glucose","0,0,0,0,0,0","100","1","1","24","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","437.2","977","2-h_13C4",-0.04
"SW620_24h_cold_R1_PIM_SIM_01.CDF","SW620","Glucose","0,0,0,0,0,0","100","1","1","24","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","438.2","183","2-h_13C5",-0.024
"SW620_24h_cold_R1_PIM_SIM_01.CDF","SW620","Glucose","0,0,0,0,0,0","100","1","1","24","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","439.2","-90","2-h_13C6",-0.072
"SW620_24h_cold_R1_PIM_SIM_01.CDF","SW620","Glucose","0,0,0,0,0,0","100","1","1","24","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","440.2","-7","2-h_13C7",0
"SW620_24h_cold_R1_PIM_SIM_01.CDF","SW620","Glucose","0,0,0,0,0,0","100","1","1","24","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","441.2","10","2-h_13C8",NA
"SW620_24h_cold_R1_PIM_SIM_02.CDF","SW620","Glucose","0,0,0,0,0,0","100","1","2","24","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","432.2","623","2-h_13C-1",0
"SW620_24h_cold_R1_PIM_SIM_02.CDF","SW620","Glucose","0,0,0,0,0,0","100","1","2","24","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","433.2","71952","2-h_13C0",102.044
"SW620_24h_cold_R1_PIM_SIM_02.CDF","SW620","Glucose","0,0,0,0,0,0","100","1","2","24","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","434.2","26200","2-h_13C1",-0.085
"SW620_24h_cold_R1_PIM_SIM_02.CDF","SW620","Glucose","0,0,0,0,0,0","100","1","2","24","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","435.2","12261","2-h_13C2",-1.854
"SW620_24h_cold_R1_PIM_SIM_02.CDF","SW620","Glucose","0,0,0,0,0,0","100","1","2","24","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","436.2","3054","2-h_13C3",0.139
"SW620_24h_cold_R1_PIM_SIM_02.CDF","SW620","Glucose","0,0,0,0,0,0","100","1","2","24","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","437.2","698","2-h_13C4",-0.168
"SW620_24h_cold_R1_PIM_SIM_02.CDF","SW620","Glucose","0,0,0,0,0,0","100","1","2","24","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","438.2","73","2-h_13C5",-0.095
"SW620_24h_cold_R1_PIM_SIM_02.CDF","SW620","Glucose","0,0,0,0,0,0","100","1","2","24","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","439.2","-21","2-h_13C6",0.018
"SW620_24h_cold_R1_PIM_SIM_02.CDF","SW620","Glucose","0,0,0,0,0,0","100","1","2","24","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","440.2","-15","2-h_13C7",0
"SW620_24h_cold_R1_PIM_SIM_02.CDF","SW620","Glucose","0,0,0,0,0,0","100","1","2","24","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","441.2","1","2-h_13C8",NA
"SW620_24h_cold_R2_PIM_SIM_01.CDF","SW620","Glucose","0,0,0,0,0,0","100","2","1","24","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","432.2","716","2-h_13C-1",0
"SW620_24h_cold_R2_PIM_SIM_01.CDF","SW620","Glucose","0,0,0,0,0,0","100","2","1","24","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","433.2","104385","2-h_13C0",103.119
"SW620_24h_cold_R2_PIM_SIM_01.CDF","SW620","Glucose","0,0,0,0,0,0","100","2","1","24","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","434.2","36687","2-h_13C1",-1.34
"SW620_24h_cold_R2_PIM_SIM_01.CDF","SW620","Glucose","0,0,0,0,0,0","100","2","1","24","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","435.2","17495","2-h_13C2",-1.677
"SW620_24h_cold_R2_PIM_SIM_01.CDF","SW620","Glucose","0,0,0,0,0,0","100","2","1","24","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","436.2","4223","2-h_13C3",0.088
"SW620_24h_cold_R2_PIM_SIM_01.CDF","SW620","Glucose","0,0,0,0,0,0","100","2","1","24","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","437.2","1034","2-h_13C4",-0.112
"SW620_24h_cold_R2_PIM_SIM_01.CDF","SW620","Glucose","0,0,0,0,0,0","100","2","1","24","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","438.2","152","2-h_13C5",-0.06
"SW620_24h_cold_R2_PIM_SIM_01.CDF","SW620","Glucose","0,0,0,0,0,0","100","2","1","24","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","439.2","-52","2-h_13C6",-0.018
"SW620_24h_cold_R2_PIM_SIM_01.CDF","SW620","Glucose","0,0,0,0,0,0","100","2","1","24","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","440.2","-31","2-h_13C7",0
"SW620_24h_cold_R2_PIM_SIM_01.CDF","SW620","Glucose","0,0,0,0,0,0","100","2","1","24","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","441.2","-71","2-h_13C8",NA
"SW620_24h_cold_R2_PIM_SIM_02.CDF","SW620","Glucose","0,0,0,0,0,0","100","2","2","24","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","432.2","528","2-h_13C-1",0
"SW620_24h_cold_R2_PIM_SIM_02.CDF","SW620","Glucose","0,0,0,0,0,0","100","2","2","24","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","433.2","81898","2-h_13C0",102.676
"SW620_24h_cold_R2_PIM_SIM_02.CDF","SW620","Glucose","0,0,0,0,0,0","100","2","2","24","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","434.2","29233","2-h_13C1",-0.798
"SW620_24h_cold_R2_PIM_SIM_02.CDF","SW620","Glucose","0,0,0,0,0,0","100","2","2","24","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","435.2","13901","2-h_13C2",-1.662
"SW620_24h_cold_R2_PIM_SIM_02.CDF","SW620","Glucose","0,0,0,0,0,0","100","2","2","24","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","436.2","3265","2-h_13C3",-0.059
"SW620_24h_cold_R2_PIM_SIM_02.CDF","SW620","Glucose","0,0,0,0,0,0","100","2","2","24","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","437.2","777","2-h_13C4",-0.126
"SW620_24h_cold_R2_PIM_SIM_02.CDF","SW620","Glucose","0,0,0,0,0,0","100","2","2","24","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","438.2","132","2-h_13C5",-0.024
"SW620_24h_cold_R2_PIM_SIM_02.CDF","SW620","Glucose","0,0,0,0,0,0","100","2","2","24","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","439.2","-28","2-h_13C6",-0.008
"SW620_24h_cold_R2_PIM_SIM_02.CDF","SW620","Glucose","0,0,0,0,0,0","100","2","2","24","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","440.2","-11","2-h_13C7",0
"SW620_24h_cold_R2_PIM_SIM_02.CDF","SW620","Glucose","0,0,0,0,0,0","100","2","2","24","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","441.2","-29","2-h_13C8",NA
"SW620_24h_UGln_R1_PIM_SIM_01.CDF","SW620","[U-C13]-Glutamine","1,1,1,1,1","100","1","1","24","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","432.2","491","2-h_13C-1",0
"SW620_24h_UGln_R1_PIM_SIM_01.CDF","SW620","[U-C13]-Glutamine","1,1,1,1,1","100","1","1","24","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","433.2","65553","2-h_13C0",49.699
"SW620_24h_UGln_R1_PIM_SIM_01.CDF","SW620","[U-C13]-Glutamine","1,1,1,1,1","100","1","1","24","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","434.2","27356","2-h_13C1",2.314
"SW620_24h_UGln_R1_PIM_SIM_01.CDF","SW620","[U-C13]-Glutamine","1,1,1,1,1","100","1","1","24","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","435.2","16140","2-h_13C2",0.403
"SW620_24h_UGln_R1_PIM_SIM_01.CDF","SW620","[U-C13]-Glutamine","1,1,1,1,1","100","1","1","24","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","436.2","18777","2-h_13C3",9.79
"SW620_24h_UGln_R1_PIM_SIM_01.CDF","SW620","[U-C13]-Glutamine","1,1,1,1,1","100","1","1","24","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","437.2","8620","2-h_13C4",1.9
"SW620_24h_UGln_R1_PIM_SIM_01.CDF","SW620","[U-C13]-Glutamine","1,1,1,1,1","100","1","1","24","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","438.2","57283","2-h_13C5",36.058
"SW620_24h_UGln_R1_PIM_SIM_01.CDF","SW620","[U-C13]-Glutamine","1,1,1,1,1","100","1","1","24","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","439.2","17195","2-h_13C6",-0.165
"SW620_24h_UGln_R1_PIM_SIM_01.CDF","SW620","[U-C13]-Glutamine","1,1,1,1,1","100","1","1","24","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","440.2","8016","2-h_13C7",0
"SW620_24h_UGln_R1_PIM_SIM_01.CDF","SW620","[U-C13]-Glutamine","1,1,1,1,1","100","1","1","24","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","441.2","1633","2-h_13C8",NA
"SW620_24h_UGln_R1_PIM_SIM_02.CDF","SW620","[U-C13]-Glutamine","1,1,1,1,1","100","1","2","24","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","432.2","337","2-h_13C-1",0
"SW620_24h_UGln_R1_PIM_SIM_02.CDF","SW620","[U-C13]-Glutamine","1,1,1,1,1","100","1","2","24","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","433.2","47050","2-h_13C0",50.037
"SW620_24h_UGln_R1_PIM_SIM_02.CDF","SW620","[U-C13]-Glutamine","1,1,1,1,1","100","1","2","24","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","434.2","19287","2-h_13C1",1.99
"SW620_24h_UGln_R1_PIM_SIM_02.CDF","SW620","[U-C13]-Glutamine","1,1,1,1,1","100","1","2","24","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","435.2","11632","2-h_13C2",0.586
"SW620_24h_UGln_R1_PIM_SIM_02.CDF","SW620","[U-C13]-Glutamine","1,1,1,1,1","100","1","2","24","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","436.2","13414","2-h_13C3",9.796
"SW620_24h_UGln_R1_PIM_SIM_02.CDF","SW620","[U-C13]-Glutamine","1,1,1,1,1","100","1","2","24","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","437.2","5940","2-h_13C4",1.672
"SW620_24h_UGln_R1_PIM_SIM_02.CDF","SW620","[U-C13]-Glutamine","1,1,1,1,1","100","1","2","24","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","438.2","40513","2-h_13C5",35.841
"SW620_24h_UGln_R1_PIM_SIM_02.CDF","SW620","[U-C13]-Glutamine","1,1,1,1,1","100","1","2","24","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","439.2","12413","2-h_13C6",0.078
"SW620_24h_UGln_R1_PIM_SIM_02.CDF","SW620","[U-C13]-Glutamine","1,1,1,1,1","100","1","2","24","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","440.2","5905","2-h_13C7",0
"SW620_24h_UGln_R1_PIM_SIM_02.CDF","SW620","[U-C13]-Glutamine","1,1,1,1,1","100","1","2","24","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","441.2","1162","2-h_13C8",NA
"SW620_6h_12Glc_R1_PIM_SIM_01.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","1","1","6","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","432.2","1158","2-h_13C-1",0
"SW620_6h_12Glc_R1_PIM_SIM_01.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","1","1","6","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","433.2","76915","2-h_13C0",100.419
"SW620_6h_12Glc_R1_PIM_SIM_01.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","1","1","6","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","434.2","27652","2-h_13C1",-0.48
"SW620_6h_12Glc_R1_PIM_SIM_01.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","1","1","6","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","435.2","14412","2-h_13C2",-0.123
"SW620_6h_12Glc_R1_PIM_SIM_01.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","1","1","6","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","436.2","3717","2-h_13C3",0.165
"SW620_6h_12Glc_R1_PIM_SIM_01.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","1","1","6","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","437.2","1168","2-h_13C4",0.084
"SW620_6h_12Glc_R1_PIM_SIM_01.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","1","1","6","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","438.2","189","2-h_13C5",-0.099
"SW620_6h_12Glc_R1_PIM_SIM_01.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","1","1","6","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","439.2","32","2-h_13C6",0.034
"SW620_6h_12Glc_R1_PIM_SIM_01.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","1","1","6","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","440.2","-53","2-h_13C7",0
"SW620_6h_12Glc_R1_PIM_SIM_01.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","1","1","6","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","441.2","-29","2-h_13C8",NA
"SW620_6h_12Glc_R1_PIM_SIM_02.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","1","2","6","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","432.2","379","2-h_13C-1",0
"SW620_6h_12Glc_R1_PIM_SIM_02.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","1","2","6","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","433.2","47536","2-h_13C0",100.182
"SW620_6h_12Glc_R1_PIM_SIM_02.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","1","2","6","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","434.2","17269","2-h_13C1",-0.156
"SW620_6h_12Glc_R1_PIM_SIM_02.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","1","2","6","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","435.2","9050","2-h_13C2",0.054
"SW620_6h_12Glc_R1_PIM_SIM_02.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","1","2","6","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","436.2","2297","2-h_13C3",0.052
"SW620_6h_12Glc_R1_PIM_SIM_02.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","1","2","6","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","437.2","622","2-h_13C4",-0.112
"SW620_6h_12Glc_R1_PIM_SIM_02.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","1","2","6","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","438.2","98","2-h_13C5",-0.065
"SW620_6h_12Glc_R1_PIM_SIM_02.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","1","2","6","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","439.2","15","2-h_13C6",0.045
"SW620_6h_12Glc_R1_PIM_SIM_02.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","1","2","6","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","440.2","-19","2-h_13C7",0
"SW620_6h_12Glc_R1_PIM_SIM_02.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","1","2","6","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","441.2","0","2-h_13C8",NA
"SW620_6h_12Glc_R3_PIM_SIM_01.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","3","1","6","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","432.2","1072","2-h_13C-1",0
"SW620_6h_12Glc_R3_PIM_SIM_01.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","3","1","6","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","433.2","78128","2-h_13C0",99.903
"SW620_6h_12Glc_R3_PIM_SIM_01.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","3","1","6","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","434.2","28485","2-h_13C1",0
"SW620_6h_12Glc_R3_PIM_SIM_01.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","3","1","6","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","435.2","14891","2-h_13C2",0
"SW620_6h_12Glc_R3_PIM_SIM_01.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","3","1","6","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","436.2","3740","2-h_13C3",0
"SW620_6h_12Glc_R3_PIM_SIM_01.CDF","SW620","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","3","1","6","2-hydroxyglutarate","chebi","C1C5","C19H41O5Si3","29.3","437.2","1102","2-h_13C4",0
